nct_id,title,conditions,phase,modality
NCT06949059,"Intravenous Acetaminophen Versus Intravenous Hydromorphone for the Treatment of Acute Pain: A Single-Center, Prospective, Single-Arm Study",Acute Chest Pain,PHASE1,small_molecule
NCT06836024,Actazin (Kiwifruit Extract) Versus Polyethylene Glycol 3350 for Maintenance Therapy in Children With Constipation: a Feasibility Randomized Control Trial,Constipation - Functional | Constipation | Constipation Aggravated,PHASE2,other_drug
NCT06164613,Use of Cinnamomum Verum Extract Versus Placebo for Induction of Labor and Reduction of Physiological Phase 2-3 of Labor. Double-blind Randomized Clinical Trial. CINNALAB TRIAL,Labor Onset and Length Abnormalities | First Birth,PHASE2,small_molecule
NCT03817970,Drug Disposition and Nephrotoxicity,Nephrotoxicity,PHASE3,small_molecule
NCT07385430,Phase 1 Study of LGW16-03 To Identify Nerves,Adults | Open-field Surgery | Major Nerve,PHASE1,small_molecule
NCT06499844,Comparing Approaches to Assess Nitric Oxide-dependent Cutaneous Vasodilation,Endothelial Function,EARLY_PHASE1,small_molecule
NCT06969404,Prognostic Value of Capillary Lactatemia in Potentially Severe Polytrauma in Pre-hospital Care,Polytrauma,NA,biologic
NCT05627648,"A Multicenter, Randomized, Placebo-Controlled, Double-Blind, Parallel-Group Confirmatory Study For Intracordal Administration Of KP-100LI In Patients With Vocal Fold Scar",Vocal Fold Scar,PHASE3,small_molecule
NCT06927258,Application of Changyanning Granule in Endoscopic Resection of Colorectal Polyps,Colorectal Polyps,NA,small_molecule
NCT06964971,Treatment of Transfusion-dependent Nonsevere Aplastic Anemia With Luspatercept: a Multicenter Prospective Clinical Study,Transfusion-dependent Non-severe Aplastic Anemia,NA,fusion_protein
NCT06012487,Correlates and Control of Blood Pressure Variability,Blood Pressure Variability,PHASE1,small_molecule
NCT07008755,"Clinical Trial of Different Doses of Pegylated Interferon α-2b Injection Nebulization Therapy for Common Hand, Foot, and Mouth Disease (HFMD).",HFMD,NA,small_molecule
NCT07295938,A Study to Assess the Traditional Chinese Medicine as Adjunctive Therapy to Improve Cure Rates During the Continuation Phase in Mycobacterium Abscessus Pulmonary Disease,Mycobacterium Abscessus Pulmonary Disease,PHASE2,small_molecule
NCT06670534,"A Multicenter,Randomized,Open-label,Positive-controlled Study to Evaluate the Efficacy and Safety of JMKX003142 in Renal Edema Patients",Edema Secondary | Edema Leg,PHASE2,small_molecule
NCT06783114,A Clinical Study to Evaluate the Efficacy and Safety of Recombinant Botulinum Toxin Type A (YY001) for Injection in The Treatment of Upper Limb Spasticity in Adults (REHAB-1),Upper Limb Spasticity,PHASE2,biologic
NCT06128447,"A Phase 3, Multi-center, Prospective, Randomized, Double-blind, Placebo- Controlled Study to Evaluate the Effectiveness and Safety of ZP5-9676 for the Treatment of Hookworm (Ancylostoma Duodenale and Necator Americanus), Ascaris Lumbricoides, and Trichuris Trichiura in Pediatric and Adult Participants",Soil-Transmitted Helminthiasis (STH),PHASE3,small_molecule
NCT06950372,"Rebound Pain After Volar Plate Surgery in Infraclavicular Brachial Plexus Block With Ropivacaine 3.75 mg/ml Compared With 7.5 mg/ml. A Prospective, Parallelgroup, 2-arm, Triple Blinded Randomised Controlled Trial",Radius Fracture Distal | Rebound Pain,PHASE4,small_molecule
NCT06121466,Effect of Abdominal Wall Injections on Abdominal Pain,Anterior Cutaneous Nerve Entrapment Syndrome,PHASE4,small_molecule
NCT07030426,"A Multi-center, Randomized, Open-label, Parallel-group, Feasibility-controlled Trial of Vaginal Estrogen for Improvement of Outcomes Following Pelvic Organ Prolapse Surgery",Pelvic Organ Prolapse (POP),PHASE3,small_molecule
NCT06924619,"A Prospective, Randomized, Controlled Phase Ⅱ Clinical Trial of Neoadjuvant Radiotherapy for Locally Advanced Unresectable Thymoma",Locally Advanced Thymoma,PHASE2,radiopharmaceutical
NCT04961710,Extension Study of Hetrombopag Olamine in Patients With Treatment-naive Severe Aplastic Anemia,Treatment-naive Severe Aplastic Anemia,PHASE3,small_molecule
NCT07284485,A Phase 2 Trial of Nadunolimab for Current or Former Smokers With High-risk Lung Nodules.,High-risk Lung Nodules,PHASE2,biologic
NCT07226440,Assessing the Impact of a Bile Acid Sequestrant on Serum PFAS Levels in Highly Exposed Individuals,Toxicant Exposure | Firefighter | Occupational Exposure to Chemicals,PHASE1,small_molecule
NCT07037147,To Compare the Efficacy of Instrument Assisted Soft Tissue Mobilization vs Bowen Therapy in Alleviating Pain and Tightness of Trapezius Muscle,Trapezius Muscle Strain,NA,combination
NCT07086755,Vadadustat for the Treatment of Nonintubated Acute Respiratory Distress Syndrome Due to Pathogen-Associated Lung Injury,Nonintubated Acute Respiratory Distress Syndrome (ARDS) | Pathogen-associated Lung Injury,PHASE2,small_molecule
NCT06839586,"The Efficacy and Safety of CMTS4520 for Chronic Diarrhoea in Adults： A Randomized, Double-Blind, Placebo-Controlled Trial.",Diarrhoea,PHASE1,small_molecule
NCT07382427,"A Phase 2, Randomized, Single-blind, Active- and Vehicle-controlled Study to Assess the Safety, Tolerability, and Efficacy of 2.4% Terbinafine Hydrochloride Topical Solution (AP4500) in Participants With Mild to Moderate Onychomycosis of the Toenails",Onychomycosis of Toenail,PHASE2,small_molecule
NCT07239726,CLINICAL INVESTIGATION TO EVALUATE THE EFFICACY AND SAFETY OF EPILADY PROTOTYPE DEVICE FOLLOWED BY APPLICATION OF A TOPICAL FORMULA ON DEPIGMENTATION OF LENTIGO SPOTS IN HEALTHY WOMEN PARTICIPANTS - STUDY UNDER DERMATOLOGICAL CONTROL,Solar Lentigo,NA,combination
NCT06534996,A Single Arm Pilot Study of the Chinese Herbal Medicine Formula (SCD-2101) for the Functional Constipation in the Elderly,Functional Constipation,NA,small_molecule
NCT06821594,Role of Intralesional Combined Injection of Furosemide and Digoxin in Cutaneous Warts.,Cutaneous Warts,EARLY_PHASE1,small_molecule
NCT06640439,LED Therapy Using 830 Nm in the Mandibular Third Molar Surgery: Double-blind Randomized Clinical Trial.,"Molar, Third | Photobiomodulation | Photobiomodulation Therapy | Third Molar Surgery",EARLY_PHASE1,small_molecule
NCT06256783,The Efficacy and Safety of Chinese Herbal Compound Baozhu Keli in the Treatment of Ovarian Aging: A Multicenter and Prospective Study.,Ovarian Aging,EARLY_PHASE1,small_molecule
NCT06450392,"The Effect of Local and Systemic Tranexamic Acid on Edema and Ecchymosis in Orbital Surgery - a Prospective, Multicenter, Randomized, Double-blinded, Control Trial",Orbital Edema | Orbital Ecchymosis,PHASE4,small_molecule
NCT04083781,Efficacy and Safety of Concizumab Prophylaxis in Patients With Haemophilia A or B With Inhibitors,Haemophilia A With Inhibitors | Haemophilia B With Inhibitors,PHASE3,monoclonal_antibody
NCT04589819,Fracture Recovery for Returning to Duty (Teriparatide STRONG),Stress Fracture of Tibia or Fibula,PHASE4,biologic
NCT06878482,Effect of Increasing Blood Flow by Botulinum Toxin Local Injection for Severe Peripheral Artery Occlusive Disease: Preliminary Report,"Chronic Ulcer of Lower Extremity | Wound | Botulinum Toxins, Type A | Blood Circulation",PHASE4,small_molecule
NCT04059172,Efficacy of Combined Ibuprofen and Acetaminophen Therapy Versus Ibuprofen Alone Versus Placebo Alone for Pain of Initial Orthodontic Wire Insertion: a Randomized Controlled Trial,"Pain, Orofacial",EARLY_PHASE1,small_molecule
NCT06024057,An Expanded Clinical Study Evaluating the AAV2-RPE65 Gene Therapy (LX101) in Patients With Leber's Congenital Amaurosis (LCA),To Evaluate the Scaling Clinical Study of AAV2-RPE65 Gene Therapy Agent (LX101) in Patients With Congenital Amaurosis (LCA),NA,gene_therapy
NCT05949502,Evaluation of Performance and Occlusal Wear of Low Shrinkage Giomer Compared to Nanohybrid Resin Composite in Proximal Restorations After Two Years: A Randomized Clinical Trial.,Caries Class II,NA,small_molecule
NCT06502158,Mifepristone Versus Misoprostol for Cervical Preparation Prior to Procedural Abortion at 12 to 16 Weeks' Gestation in an Academic Medical Center: a Randomized Controlled Pilot Trial,Cervical Preparation,PHASE1,biologic
NCT07281508,Transtympanic Sodium Thiosulfate to Prevent Cisplatin-related Hearing Loss A Randomized Controlled Multicenter Phase III Trial; The SOUND Trial,Cisplatin-related Hearing Loss,PHASE3,small_molecule
NCT07257120,"A Phase IV, Open-label, Single-group Study Evaluating KarXT Concentrations in the Breast Milk and Plasma of Healthy Lactating Female Participants",Healthy Volunteers,PHASE4,small_molecule
NCT05593666,"A Phase II, Multicentre, Randomized, Two-arm Blinded Study to Assess the Efficacy and Safety of Two LXE408 Regimens for Treatment of Patients With Primary Visceral Leishmaniasis",Primary Visceral Leishmaniasis,PHASE2,small_molecule
NCT07303738,The Use of High Bile-Binding Foods to Reduce Upper Gastrointestinal Bile Acid Concentrations: A Novel Intervention for Children at Risk for Aspiration-Associated Complications (Aim 1),Feeding Difficulties | Aspiration | Gastrostomy,PHASE4,small_molecule
NCT06400355,"Effect of Mannitol on Recovery Pattern After Orthognathic Surgery, a Prospective Randomized Double Blind Controlled Study.",Orthognathic Surgery,NA,small_molecule
NCT07317232,"Effects of a Single Dose of Ayahuasca or Esketamine on the Menstrual Cycle and Premenstrual Symptoms: a Randomized, Double-Blind Study",Healthy Women Volunteers,NA,small_molecule
NCT07317219,"Effects of a Single Dose of Ayahuasca or Esketamine on Body Image Perception in Women: a Randomized, Double-blind Study",Healthy Women Volunteers,NA,small_molecule
NCT07239791,Role of the Noradrenergic System in the Regulation of Learning Dynamics: Evaluation of the Effect of a Low-dose Selective Noradrenaline Reuptake Inhibitor (NOISYXETINE),Role of the Noradrenergic System in the Regulation of Learning Dynamics | No Disease or Condition is Being Studied,NA,small_molecule
NCT06107504,Prevention of Post-sphincterotomy Bleeding by Endoscopic Tranexamic Acid and Sucralfate Administration: A Randomized Controlled Trial,Post-ERCP Bleeding,NA,small_molecule
NCT05463471,Effect of Balanced Saline Solution and Albumin on Volume Expansion in Shock Patients: a Prospective Randomized Controlled Study,Shock,PHASE4,small_molecule
NCT06834087,Comparative Evaluation of Methylene Blue and Methylene Blue Nanoparticles Assisted Photodynamic Therapy As Adjunctive to Laser Treatment of Physiological Gingival Pigmentation: a Randomized Controlled Clinical Trial,Physiological Gingival Pigmentation,NA,small_molecule
NCT06810843,"Sedation of Remazolam in Combination With Afentanil in Non-intubated Thoracoscopic Pulmonary Surgery: a Single-blind, Randomized, Controlled Trial",Pulmonary Nodule Cm,NA,small_molecule
NCT06566794,KF2022#4-tutkimus:Beetasalpaajan ja tulehduskipulääkkeen Vaikutus CYP-entsyymivälitteiseen lääkeainemetaboliaan,Drug Interaction,NA,small_molecule
NCT04025359,The Effects of Dronabinol in Opioid-Related Outcomes,Pain,EARLY_PHASE1,small_molecule
NCT07118332,Psilocybin as a Treatment for Chronic Pain in Smokers,Smokers With Chronic Pain,EARLY_PHASE1,small_molecule
NCT07299877,"Perineural Dexamethasone, Dexmedetomidine or Their Combination: an Effort to Reduces Rebound Pain After Supraclavicular Brachial Plexus Block: A Triple-Blind Randomized Controlled Trial",Brachial Plexus Blocks,PHASE4,small_molecule
NCT06473740,Multicenter Randomized Prospective Controlled Trial of the Clinical Effectiveness of a Best Endovascular Treatment Versus a Best Endovascular Treatment in Combination With Gene Therapy for Severe Limb Ischemia,Severe Lower Limb Ischemia,PHASE4,gene_therapy
NCT07334496,"A Randomized, Double-blind, Single-dose, Parallel Comparison Study to Evaluate the Biosimilarity of GLR1044 Injection and Dupilumab Injection (Dupixent®) in Healthy Chinese Adult Male Subjects",Biosimilarity,PHASE1,small_molecule
NCT05816382,A Long-term Extension Study to Evaluate the Safety and Tolerability of TAK-861 in Participants With Selected Central Hypersomnia Conditions,Narcolepsy Type 1,PHASE2,small_molecule
NCT06463691,"An Open-label, Multi-center, Single-arm Study to Evaluate the Efficacy and Safety of Sonrotoclax, Zanubrutinib and CD20mab in Untreated MCL Patients",MCL,PHASE2,small_molecule
NCT06880094,Study of Congenital Orofacial Clefts by Implementing Optical Genome Mapping,Orofacial Clefts | Next Generation Sequencing (NGS) | Optical Genome Mapping,NA,gene_therapy
NCT06851468,"The Efficacy and Safety of Keverprazan in Treating H. Pylori：A Randomized Controlled, Multicenter,prospective Clinical Study",Helicobacter Pylori,NA,small_molecule
NCT05885568,"Validation of the Conditions of Transport of Biological Material by Drone Within the ""Groupement Hospitalier de Territoire Somme Littoral Sud""",Drone Transport | Biological Samples | Unmanned Aerial System,NA,biologic
NCT05494723,A Phase 1 Study of the Safety and Efficacy of YB-1113 in Treatment of Premature Ovarian Insufficiency (POI) Via Intravenous Infusion,POI,PHASE1,small_molecule
NCT07101484,A Study of GD007 (Human iPSC-Exosome Liquid Dressing) for Safety and Dose-Finding in Moderate-Severe Intrauterine Adhesion,Moderate-Severe Intrauterine Adhesions,NA,small_molecule
NCT06999733,"A Phase 1/2, Multicenter, Double-Masked, Placebo-Controlled Study of KB801 in Subjects With Stage 2 or 3 Neurotrophic Keratitis",Neurotrophic Keratitis,PHASE1,biologic
NCT07264504,Experimentation of Formaldehyde Purification by Plants in the Anatomy and Cytology Department,Formaldehyde | Pathological Anatomy and Cytology,NA,biologic
NCT07404397,Comparing Adjuvant Treatments for High Tone Pelvic Floor Dysfunction: a Pilot Randomized Controlled Trial,High Tone Pelvic Floor Dysfunction,PHASE2,small_molecule
NCT04297085,Prospective Cohort Study on the Determinants of Venous THromboembolic Recurrence. BREIZH-Cohorte,Thromboembolic Venous Disease,NA,biologic
NCT06329076,Losartan Modulates Neural Responses to Looming Visual Stimuli: An Eye-tracking Study,Healthy,NA,small_molecule
NCT07293884,Efficacy of Nebulized Versus Intravenous N- Acetylcysteine in Airway Clearance in Broncheictasis,Broncheictasis,NA,small_molecule
NCT06404177,Dexketoprofen ® IV Versus Piroxicam® IM in Emergency Pain Management,Traumatic Injury,PHASE3,small_molecule
NCT05018117,Effects of Nicotine and Attention on Frequency Tuning in Auditory Cortex,Aging,EARLY_PHASE1,small_molecule
NCT07065175,"KANGFUPEN (Liquid Dressing) for the Treatment of Chronic Radiation-Induced Rectal Injury: A Prospective, Single-Arm, Multicenter Study",Chronic Radiation-induced Proctitis,PHASE2,small_molecule
NCT07398261,Efficacy of Mirabegron for Treatment of Non-monosymptomatic Nocturnal Enuresis in Children,Treatment of Non-monosymptomatic Nocturnal Enuresis,PHASE3,small_molecule
NCT07300527,Cognitive Behavior Therapy for Dysfunctional Cognitive and Behavioral Patterns and Functional Outcomes Among Patients With Major Depressive Disorder-Multiples Episodes: Randomized Control Trial.,Patients With Major Depressive Disorder,NA,small_molecule
NCT07050095,Randomized Clinical Trial for Comparison Between the Anxiolytic Effect of Virtual Reality Immersion Versus Midazolam Premedication in Patients Undergoing Dacryocystorhinostomy Surgery,Anxiolytic Effect | Virtual Reality Immersion | Midazolam | Premedication | Dacryocystorhinostomy,NA,small_molecule
NCT06818058,"A Phase II Multicentric, Randomized, Double-blind, Placebo-controlled Study of TAR-0520 Gel in EGFR Inhibitor-induced Folliculitis.",EGFR Inhibitor-associated Rash,PHASE2,small_molecule
NCT06836960,The Clinical Efficacy of Gegen Qinlian Tang Combined with Bifidobacterium Triple Viable Capsules in the Prevention and Treatment of Radiation Enteritis,Acute Radiation Enteritis,PHASE1,small_molecule
NCT07349407,"The Effect of Dilute Epinephrine Saline Irrigation on Field Clarity in Ankle Arthroscopic Surgery Compared to a Tourniquet: a Double-blind, Randomized Controlled Trial",Chronic Ankle Instability | Ankle Ligament Injury | Ankle Arthroscopy,NA,small_molecule
NCT06422286,Efficacy of Low-level Laser Acupuncture and Microcurrent Electrical Stimulation on Gag Reflex on Children During Taking Dental Impression,Gagging,NA,biologic
NCT07177456,Study on the Safety and Efficacy of Umbilical Cord Blood Mononuclear Cells in the Treatment of Radiation-induced Lung Injury,Radiation-induced Lung Injury,EARLY_PHASE1,biologic
NCT05895305,Prospective Trial of Paclitaxel-Coated Pulmonary Balloon for the Treatment of Benign Airway Obstruction (OXYGEN-1 Trial),Central Airway Obstruction,EARLY_PHASE1,combination
NCT05136976,Rituximab Therapy in Anti-Myelin Associated Glycoprotein Patients With Characteristics of Good Responders:,Anti-MAG Neuropathy,PHASE3,monoclonal_antibody
NCT07152223,A Single-center Clinical Study to Evaluate the Safety and Efficacy of CD19-BCMA CAR-T Cell Therapy for Connective Tissue Diseases,Connective Tissue Diseases,NA,biologic
NCT07172360,"A Multicenter, Randomized, Double-blind, Controlled Phase III Clinical Study to Evaluate the Efficacy and Safety of VC005 Tablets in Subjects With Active Ankylosing Spondylitis",Active Ankylosing Spondylitis,PHASE3,small_molecule
NCT07197268,"An Open-Label Single Center, Single Participant Study of an Experimental Antisense Oligonucleotide Treatment for Bainbridge-Ropers Syndrome Due to ASXL3 Gene Variant",Bainbridge-Ropers Syndrome,PHASE1,oligonucleotide
NCT05297786,Prevention of Dialysis-Induced Hypotension by Inhibiting Plasma Kallikrein,Hemodialysis Complication | Hypotension of Hemodialysis,PHASE2,small_molecule
NCT04747041,Evaluation of a Phyto Aromatherapy Treatment in the Management of Recurrent Cystitis Preliminary Study,Cystitis Recurrent,NA,combination
NCT07210697,Orthodontic Pain Alleviation With Chewing Gum,Orthodontic Appliances,PHASE3,small_molecule
NCT03583710,A Randomized Registry Trial of Adjuvant Mitotane vs. Mitotane With Cisplatin/Etoposide After Primary Surgical Resection of Localized Adrenocortical Carcinoma With High Risk of Recurrence (ADIUVO-2 Trial),ENSAT Stage I Adrenal Cortex Carcinoma | ENSAT Stage II Adrenal Cortex Carcinoma | ENSAT Stage III Adrenal Cortex Carcinoma,PHASE3,small_molecule
NCT06271928,The Efficacy and Safety of Chinese Herbal Compound Yijing Keli in the Treatment of Ovarian Aging: A Multicenter and Prospective Study.,Ovarian Aging,EARLY_PHASE1,small_molecule
NCT07264738,Oral Ondansetron to Improve Patient Experience of Unsedated Esophagogastroduodenoscopy: A Pilot Study,Esophagogastroduodensocopy (EGD) Procedure,PHASE4,small_molecule
NCT07066605,"The Effect of Dexmedetomidine on Agitation During Weaning From Mechanical Ventilation in Critically Ill Patients""",Dexmedetomidine,NA,small_molecule
NCT07166354,Clinical Study of mTOR Inhibitor as a Treatment for Grey Hair (Canities),Canities | Grey Hair,PHASE1,small_molecule
NCT05289661,Descemet Endothelial Thickness Comparison Trials (DETECT I & II),Fuchs,PHASE3,small_molecule
NCT05528328,"Post-surgical Scars After the Use of CACIPLIQ20: A Randomized, Double-blind, Placebo -Controlled Trial",Scars,PHASE3,small_molecule
NCT07120477,Esketamine Versus Crisis Response Planning Versus Optimized Treatment as Usual for Suicide Prevention: A Pragmatic Controlled Trial in Two Brazilian Cities,Suicide Prevention | Ketamine | Crisis Response Plan,PHASE4,small_molecule
NCT07196670,Intralesional Vitamin D Versus Intralesional Acyclovir in Plantar Warts: a Single-blinded Randomized Clinical Trial With Clinico-dermoscopic Evaluation,Plantar Warts Treatment,PHASE4,small_molecule
NCT05272254,Povidone Iodine Efficacy Study,Early Childhood Caries,PHASE2,small_molecule
NCT04747301,The Effectiveness and Safety of Double-balloon Versus Vaginal Prostaglandin for Cervical Ripening in Women With Low-risk Pregnancies: A Randomized Controlled Trial (DOBA-PRO),Induction of Labor,NA,small_molecule
NCT07110181,A Randomized Controlled Trial Evaluating the Efficacy of a Blended Unified Protocol for Transdiagnostic Treatment of Emotional Disorders in Chinese Adolescents With Non-Suicidal Self-Injury,Non-suicidal Self-injury (NSSI),NA,small_molecule
NCT07210281,The Use of Ossein-hydroxyapatite Complex as an Adjunctive Treatment in Orthopedics and Traumatology,Patients With Fractures,PHASE4,small_molecule
NCT07155343,Comparison of the Brackets Bonded With Bulk Fill Composite and Conventional Composite in Patients Undergoing Fixed Orthodontic Treatment - A Split-mouth Randomized Controlled Trial,Survival Rate of Bonded Brackets,EARLY_PHASE1,combination
NCT07213037,Magnesium Sulfate Versus Lidocaine as Additives to Dexmedetomidine for Cough Suppression After Functional Endoscopic Sinus Surgery,Cough Suppression,PHASE3,small_molecule
NCT06556030,Botulinum Toxin in Open Abdomen Closure,Botulinum Toxin Type A | Open Abdomen | Abdominal Wall | Clinical Trial,PHASE4,small_molecule
NCT06329167,Clinical Trial of Daphnetin Capsules for Lower Limb Lymphoedema Following Gynaecological Surgery,Lower Extremity Lymphedema,PHASE4,small_molecule
NCT03661645,Post-operative Methylprednisolone Taper Course for Orthopedic Surgery,Orthopedic Surgeries,PHASE4,small_molecule
NCT06465602,Nicotinamide Supplementation Improves Physical Performance in Older Adults at Risk of Falls: a Pilot Randomized Clinical Trial,Frailty | Fall | Frailty Syndrome | Falls,PHASE2,small_molecule
NCT05873465,Effects of Cannabis Use on Sedation Requirements for Oral Surgery Procedures,Cannabis Use,PHASE4,small_molecule
NCT07245628,A Single-Blind Randomized Placebo Controlled Trial of Self-Adjusted Nitrous Oxide During Office Vasectomy,Vasectomy,EARLY_PHASE1,small_molecule
NCT06842771,Pain with Differing Intraperitoneal Washes At the End of Laparoscopic Gynecologic Surgery,Laparoscopic Adnexal Surgery,PHASE4,small_molecule
NCT05933200,"A Randomized, Double-blind, Multicenter Study to Determine the Effect of Triheptanoin Compared With Even-chain, Medium-chain Triglycerides (MCT) on Major Clinical Events (MCEs) in Pediatric Patients With Long-chain Fatty Acid Oxidation Disorders (LC-FAOD)",Long-chain Fatty Acid Oxidation Disorders (LC-FAOD),PHASE3,small_molecule
NCT03897998,Neural Correlates of Hypoalgesia Driven by Observation,Pain | Virtual Reality | Placebo,PHASE2,small_molecule
NCT07288580,"A Phase Ⅰ/Ⅱ, Multicenter, Single-arm, Open-label Clinical Trial to Evaluate the Safety, Tolerability and Preliminary Efficacy of EHT102 Injection in Pediatric Patients With Biallelic hOTOF Mutations",Treatment of Congenital Hearing Loss Secondary to Biallelic Mutations of the Otoferlin Gene (OTOF),PHASE1,small_molecule
NCT06089395,A Randomized and Double-blind Clinical Trial of Jiajian Guishen Granules on the Modulation of Ovarian Function in Patients With Poor Ovarian Response,Poor Ovarian Response,EARLY_PHASE1,small_molecule
NCT07367672,The Power of Belief: Expectation-driven and Placebo Modulation of Empathic Pain,Healthy Participants,NA,small_molecule
NCT07216781,"Evaluating the Safety and Efficacy of Injectable Klotho Plasmid Gene Therapy in Humans: An Interventional, Non-Placebo-Controlled Pilot Phase Study",Healthy Adults,PHASE1,gene_therapy
NCT05553132,Hip RECLAIM: A Phase I Safety and Feasibility Trial of REcycled CartiLage Auto/Allo IMplantation for the Treatment and Repair of Focal Hip Cartilage Defects,Cartilage Defect,PHASE1,combination
NCT06690164,Study on the Effect of Atorvastatin Co-administered With Omeprazole on Statin Lactone (SEACOL),Metabolite,PHASE4,small_molecule
NCT07092098,The Effects of Transcranial Direct Current Stimulation Combined With Resistance Training on Motor Learning in Healthy Young Adults,Healthy Adults,NA,combination
NCT06168214,"Standard or Short-course Vonoprazan Non-bismuth Triple Therapy or High-dose Dual Therapy Versus Rabeprazole-bismuth Quadruple Therapy for Primary Helicobacter Pylori Eradication: A Single-center, Randomised, Controlled Trial.",the Eradication Rates of Helicobacter Pylori,PHASE4,small_molecule
NCT06793267,Ultrasonoraphic Asessment of Metoclopramide Effect on Gastric Volume in Urgent Surgical Trauma Pediateric Patients. Randomozed Controlled Double Blind Study.,Gastric Volume,PHASE3,small_molecule
NCT06732648,"The Efficacy and Safety of Intravenous HRS8179 for the Prevention and Treatment of Severe Cerebral Edema Following Large Hemispheric Infarction: a Multicenter, Randomized, Double-blind, Placebo-controlled, Phase II/III Clinical Trial",Severe Cerebral Edema Following Large Hemispheric Infarction,PHASE2,small_molecule
NCT03406338,Surgical Fasciectomy Versus Collagenase Injection in Treating Recurrent Dupuytren Disease: a Randomized Controlled Trial,Dupuytren Disease of Finger,PHASE4,small_molecule
NCT07231588,Feasibility of an Oral 5 Strain Probiotic (PGC) for GI Toxicity Mitigation During Pelvic Radiation,Radiation Injuries,EARLY_PHASE1,biologic
NCT06777966,Effect of Preoperative Nebulized Versus Intravenous Tranexamic Acid on Surgical Field Quality in Patients Undergoing Endoscopic Sinus Surgeries: a Randomized Controlled Comparative Study,Nebulization | Intravenous | Surgical Field | Endoscopic Sinus Surgeries,PHASE4,small_molecule
NCT06138613,Motion Delos: An Open Label Study to Investigate the Safety and Efficacy of Tradipitant in Participants Affected by Motion Sickness During Travel,Motion Sickness,PHASE3,small_molecule
NCT05991037,Consequence of Plasma Concentrations of Psychoactive Drugs Located Beyond Therapeutic Ranges on Severity of Falls in Patients Over 75 Years Old,Fall,NA,biologic
NCT06138236,Comparison of ESWT and Collagen Hydrolyzed Peptides in the Treatment of Plantar Fascitiis,Plantar Fascitis,EARLY_PHASE1,small_molecule
NCT06988527,Treatment Outcomes and Patient Satisfaction of Oral Lichen Planus Treatment,Erosive Oral Lichen Planus | Atrophic Lichen Planus,PHASE2,small_molecule
NCT04903470,Understanding Defecation Patterns Using a Novel Device (Fecobionics) to Improve Treatment of Constipation,Constipation by Outlet Obstruction,NA,small_molecule
NCT05734794,Study of Rituximab Monotherapy VS Steroid Therapy on Children With New-onset Nephrotic Syndrome: A Randomized Controlled Trial,Nephrotic Syndrome in Children | Rituximab,PHASE3,monoclonal_antibody
NCT06565494,A Pilot Study of Midomafetamine (MDMA-Assisted) Therapy for the Treatment of Pathological Narcissism,Narcissism,EARLY_PHASE1,small_molecule
NCT05857930,"A Randomized, Placebo-Controlled, Double-Blind, Multicenter, Phase 2 Study to Assess the Efficacy and Safety of Daily OM-85 Treatment vs. Placebo Given in Children Aged 6 Months to 5 Years With Recurrent Wheezing",Recurrent Wheezing | Wheezing Lower Respiratory Illness,PHASE2,small_molecule
NCT07009860,"RESTORE TRIAL: A Phase 2, Multicenter, Randomized, Double-blind, Placebo-controlled Study Evaluating the Efficacy and Safety of Pemvidutide in the Treatment of Alcohol-Associated Liver Disease (ALD)",Alcohol Liver Disease,PHASE2,small_molecule
NCT05964257,"A Double-blind, Randomized, Placebo-controlled, Multi-center, Phase III Study to Evaluate the Efficacy and Safety of LIZTOX in Subjects with Benign Masseteric Hypertrophy.",Benign Masseteric Hypertrophy,PHASE3,small_molecule
NCT06966349,Quantifying Ocular Surface Aberrations After Tear Film Interventions,Tear Film Characteristics,PHASE4,small_molecule
NCT05378113,Ondansetron As a Strategy for Reducing Propofol Injection Pain in Pediatrics: a Randomized Controlled Trial,Injection Site Irritation,PHASE2,small_molecule
NCT07136935,A Multicenter Observational Study of an Integrated Traditional Chinese and Western Medicine Care Model in Post-Acute Treatment of Frail Elderly Patients,Frail Elderly Patients,NA,small_molecule
NCT07197541,A Self-controlled Study of Bleomycin and Pingyangmycin Injection in the Treatment of Plantar Warts,Plantar Wart,PHASE4,small_molecule
NCT05935202,Safety and Efficacy of Mitapivat Sulfate in Adult Patients With Erythrocyte Membranopathies,Hereditary Red Blood Cell Disorder (Disorder),PHASE2,small_molecule
NCT06796946,Intervention for Antidepressant Deprescription in Primary Care: a Randomized Community Clinical Trial,Deprescription | Antidepressants,EARLY_PHASE1,small_molecule
NCT07031479,Efficacy of Enteral Itopride Versus Intravenous Metoclopramide in Hospitalized Medicine Patients With Feeding Intolerance Causing by High Gastric Residual Volume: a Prospective Randomized Controlled Trial,Feeding Intolerance,PHASE4,small_molecule
NCT07009028,"The Effect of Storigami Method on Pain, Fear and Anxiety Levels Associated With Peripheral Intravenous Catheterisation in Children",Pain,NA,combination
NCT06840470,Investigating the Effect of Topical Imiquimod on Sebaceous Hyperplasia,Sebaceous Hyperplasia,PHASE4,small_molecule
NCT07053761,A Randomized Controlled Trial of Five - Flavor Sophora Flavescens Enteric - Coated Capsules for Radiation - Induced Proctitis After Pelvic Radiotherapy,Radiation - Induced Proctitis,PHASE2,small_molecule
NCT06295770,A Single-Center Phase 2 Open-Label Trial Evaluating the Efficacy and Safety of Obinutuzumab in Treatment of Fibrillary Glomerulonephritis,Fibrillary Glomerulonephritis,PHASE2,monoclonal_antibody
